lot_status_finished,lot_status_released,contract_date,contract_type,product_name,elevation_name,drafting_drafter,drafting_assigned_on,drafting_finished,engineering_engineer,engineering_sent,engineering_received,plat_engineer,plat_sent,plat_received,permitting_county_name,permitting_submitted,permitting_received,homesiting_completed_by,homesiting_completed_on,bbp_posted,notes
False,False,2024-05-07,SPEC,Millcreek,,Y.Wang,2024-07-01,2024-06-19,Riverside,2024-06-21,2024-07-03,Foresite,2024-06-20,2024-07-03,Montgomery,2024-09-11,2024-10-01,,,2024-10-02,
False,False,2024-05-07,SPEC,Millcreek,,Y.Wang,2024-07-01,2024-06-20,Riverside,2024-06-21,2024-07-04,Foresite,2024-06-21,2024-07-04,Montgomery,2024-09-11,2024-10-01,,,2024-10-02,
False,False,2024-05-07,SPEC,Millcreek,,Y.Wang,2024-07-01,2024-06-19,Riverside,2024-06-21,2024-07-03,Foresite,2024-06-20,2024-07-03,Montgomery,2024-09-11,2024-10-01,,,2024-10-02,
False,False,2024-05-07,SPEC,Highland,,Y.Wang,2024-07-01,2024-06-19,Riverside,2024-06-21,2024-07-03,Foresite,2024-06-20,2024-07-03,Montgomery,2024-09-11,2024-10-01,,,2024-10-02,
False,False,2024-05-14,Permit & Hold,Highland,,Y.Wang,2024-05-15,2024-08-14,Riverside,2024-08-14,2024-09-06,Foresite,2024-08-14,2024-09-06,Montgomery,2024-10-30,2024-11-22,,,,
False,False,2024-05-13,Permit & Hold,Millcreek,,Y.Wang,2024-05-15,2024-08-14,Riverside,2024-08-14,2024-09-06,Foresite,2024-08-14,2024-09-06,Montgomery,2024-10-30,2024-11-22,,,,
False,False,2024-05-14,Contract,Millcreek,,Y.Wang,2024-05-15,2024-08-14,Riverside,2024-08-14,2024-09-06,Foresite,2024-08-14,2024-09-06,Montgomery,2024-10-30,2024-11-22,,,,
False,False,2024-05-14,Permit & Hold,Millcreek,,Y.Wang,2024-05-15,2024-08-14,Riverside,2024-08-14,2024-09-06,Foresite,2024-08-14,2024-09-06,Montgomery,2024-10-30,2024-11-22,,,,
False,False,2024-05-14,Permit & Hold,Highland,,Y.Wang,2024-05-15,2024-08-14,Riverside,2024-08-14,2024-09-06,Foresite,2024-08-14,2024-09-06,Montgomery,2024-10-30,2024-11-22,,,,
False,False,2024-05-14,SPEC,Corvallis,20 - Colonial,L.Rodgers,2024-05-16,2024-05-21,Riverside,2024-05-21,2024-06-11,Foresite,2024-05-21,2024-05-28,Christiansburg,2024-06-19,2024-07-22,R.Arias,2024-05-21T04:00:00.000Z,,BASEMENT
False,False,2024-05-14,SPEC,Linden III,20 - Craftsman,C.Zobel,2024-05-16,2024-05-24,Riverside,2024-05-25,2024-06-11,Foresite,2024-06-07,2024-06-11,Christiansburg,2024-06-19,2024-07-17,R.Arias,2024-06-05T04:00:00.000Z,2024-07-17,BASEMENT
True,False,2024-05-16,Contract,Corvallis,30 - Craftsman,L.Rodgers,2024-05-21,2024-06-13,Struc Tech,2024-06-13,2024-06-26,EDA,2024-06-13,2024-06-27,Goochland,2024-07-01,2024-08-05,R.Arias,2024-07-03T04:00:00.000Z,2024-08-05,
True,False,2024-05-21,Contract,Cedar,20 - Craftsman,L.Rodgers,2024-06-04,2024-06-11,Kempsville,2024-06-11,2024-06-19,Koontz,2024-06-11,2024-06-28,Henrico,2024-07-01,2024-07-09,R.Arias,2024-07-08T04:00:00.000Z,2024-07-10,
True,False,2024-05-21,Contract,Savannah,BSE - Arts & Crafts,C.Zobel,2024-05-29,2024-05-30,Riverside,2024-06-01,2024-06-17,Gay and Neel,2024-06-07,2024-06-11,Christiansburg,,,R.Arias,2024-06-05T04:00:00.000Z,2024-06-27,This was a spec that was released and sold- drafted twice
False,False,2024-05-22,Contract,Boulevard,,Y.Wang,2024-05-24,2024-07-02,HBS,2024-07-02,2024-07-24,Balzer,2024-07-01,2024-07-01,Blacksburg,2024-08-08,2024-10-22,,,2024-10-29,
False,False,2024-05-22,SPEC,Westmoreland,,Y.Wang,2024-05-24,2024-07-02,HBS,2024-07-02,2024-07-24,Balzer,2024-07-01,2024-07-01,Blacksburg,2024-08-09,2024-10-22,,,2024-10-29,
False,False,2024-05-22,SPEC,Malvern,,Y.Wang,2024-05-24,2024-07-02,HBS,2024-07-02,2024-07-24,Balzer,2024-07-01,2024-07-01,Blacksburg,2024-08-08,2024-10-22,,,2024-10-29,
False,False,2024-05-06,SPEC,Linden III,10 - Traditional,L.Rodgers,2024-05-30,2024-06-01,Riverside,2024-06-01,2024-06-12,Foresite,2024-06-01,2024-07-10,NONE,2024-07-02,2024-08-29,,,2024-07-31,
False,False,2024-05-06,SPEC,Corvallis,40 - European,L.Rodgers,2024-05-30,2024-06-04,Riverside,2024-06-04,2024-06-14,Foresite,2024-06-04,2024-07-10,NONE,2024-07-02,2024-08-29,,,2024-07-31,
True,False,2024-05-31,Contract,Fulton Terrace,BSE - Arts & Crafts,C.Zobel,2024-07-02,2024-06-25,HBS,2024-06-26,2024-07-03,EDA,2024-06-26,2024-07-04,Goochland,2024-07-12,2024-08-13,R.Arias,2024-07-03T04:00:00.000Z,2024-08-13,RELEASE AND NEW P/A 6/14
True,False,2024-05-30,Contract,Fulton,B - Folk Victorian,C.Zobel,2024-06-06,2024-06-08,Struc Tech,2024-06-11,2024-06-20,EDA,2024-06-11,2024-06-12,Goochland,2024-06-20,2024-07-30,R.Arias,2024-07-03T04:00:00.000Z,2024-07-30,
True,False,2024-05-31,SPEC,Linden III,30 - Craftsman,C.Zobel,,2024-06-15,Struc Tech,2024-06-18,2024-07-02,EDA,2024-06-18,2024-07-02,Goochland,2024-07-03,2024-08-13,R.Arias,2024-07-03T04:00:00.000Z,2024-08-13,
False,False,2024-05-30,Permit & Hold,Hartford Terrace,40 - European,C.Zobel,2024-06-03,2024-06-12,Riverside,2024-06-12,2024-06-26,Gay and Neel,2024-06-15,2024-06-25,Christiansburg,2024-07-08,2024-07-22,R.Arias,2024-06-13T04:00:00.000Z,2024-07-22,
False,False,2024-06-11,Permit & Hold,Corvallis,40 - European,C.Zobel,2024-06-20,2024-06-20,Riverside,2024-06-20,2024-06-26,Foresite,2024-06-21,2024-07-02,Montgomery,2024-07-22,2024-11-06,R.Arias,2024-06-20T04:00:00.000Z,,
True,False,2024-06-05,Contract,Azalea,20 - Arts & Crafts,C.Zobel,2024-07-26,2024-07-23,Kempsville,2024-07-23,2024-07-30,Koontz,2024-07-23,2024-08-02,Henrico,2024-08-02,2024-08-09,R.Arias,2024-08-09T04:00:00.000Z,2024-08-12,late lifestyle. due 6/10 but completed 7/24
True,False,2024-06-12,Contract,Magnolia,10 - Traditional,C.Zobel,2024-06-17,2024-06-21,Kempsville,2024-06-25,2024-06-29,High Mark,2024-07-04,2024-07-15,Chesterfield,2024-07-15,2024-07-17,R.Arias,2024-07-03T04:00:00.000Z,2024-07-18,
False,False,2024-06-11,Permit & Hold,Corvallis,30 - Craftsman,C.Zobel,2024-06-13,2024-06-14,Struc Tech,2024-06-15,2024-06-27,EDA,2024-06-15,2024-06-26,Goochland,2024-07-02,2024-08-13,R.Arias,2024-07-05T04:00:00.000Z,2024-08-13,
True,False,2024-06-18,Contract,Linden Terrace,25 - Folk Victorian,L.Rodgers,2024-06-21,2024-07-11,HBS,2024-07-11,2024-07-30,EDA,2024-07-11,2024-07-25,Goochland,2024-08-06,2024-09-11,R.Arias,2024-08-19T04:00:00.000Z,2024-09-12,
True,False,2024-06-20,Contract,Corvallis,40 - European,C.Zobel,2024-07-10,2024-07-12,Struc Tech,2024-07-13,2024-07-26,EDA,2024-07-13,2024-07-23,Goochland,2024-07-25,2024-08-23,R.Arias,2024-08-20T04:00:00.000Z,2024-08-26,"engineering late. expected 7/22, received 7/25"
False,False,2024-06-13,Permit & Hold,Savannah,B - Craftsman,C.Zobel,2024-07-01,2024-07-02,Riverside,2024-07-04,2024-07-18,Foresite,2024-07-04,2024-07-16,Christiansburg,2024-07-24,2024-09-06,R.Arias,2024-07-02T04:00:00.000Z,2024-09-06,BASEMENT
True,False,2024-06-23,Contract,Savannah,BSE - Arts & Crafts,C.Zobel,2024-07-24,2024-07-26,Riverside,2024-08-15,2024-08-22,Foresite,2024-08-20,2024-08-27,Montgomery,2024-08-26,2024-09-23,R.Arias,2024-08-19T04:00:00.000Z,2024-09-23,"lifestyle selections are late. expected 6/28, received 7/22. 
7/29 - additional late lifestyle changes pending, engineering paused
8/12 - late lifestyle changes received"
True,False,2024-06-28,Contract,Magnolia,10 - Traditional,C.Zobel,2024-07-09,2024-07-10,Kempsville,2024-07-10,2024-07-16,High Mark,2024-07-16,2024-07-25,Chesterfield,2024-07-25,2024-07-31,R.Arias,2024-07-12T04:00:00.000Z,2024-07-31,
True,False,2024-07-11,Contract,Linden III,25 - Folk Victorian,C.Zobel,2024-07-26,2024-07-31,Struc Tech,2024-08-02,2024-08-10,EDA,2024-08-02,2024-08-07,Goochland,2024-08-14,2024-08-29,R.Arias,2024-08-20T04:00:00.000Z,2024-08-29,"LF change on 9/19/24
LF #2 change on 10/07/24"
True,False,2024-07-03,SPEC,Lillie,,L.Rodgers,2024-07-10,2024-08-22,Kempsville,2024-08-22,2024-09-03,Townes,2024-08-22,2024-08-29,Hanover,2024-09-04,2024-09-12,,,2024-09-18,
True,False,2024-07-03,SPEC,Lillie,,L.Rodgers,,2024-08-21,Kempsville,2024-08-21,2024-09-03,Townes,2024-08-21,2024-08-29,Hanover,2024-09-04,2024-09-12,,,2024-09-18,
True,False,2024-07-03,SPEC,Lillie,,L.Rodgers,,2024-08-21,Kempsville,2024-08-21,2024-09-03,Townes,2024-08-21,2024-08-29,Hanover,2024-09-04,2024-09-12,,,2024-09-18,
True,False,2024-07-03,SPEC,Lillie,,L.Rodgers,,2024-08-21,Kempsville,2024-08-21,2024-09-03,Townes,2024-08-21,2024-08-29,Hanover,2024-09-04,2024-09-12,,,2024-09-18,
True,False,2024-07-27,Contract,Fulton,B - Folk Victorian,L.Rodgers,2024-08-09,2024-08-07,Struc Tech,2024-08-07,2024-08-15,EDA,2024-08-07,2024-08-21,Goochland,2024-08-21,2024-09-19,R.Arias,2024-08-27T04:00:00.000Z,2024-09-20,Late Lifestyle 7/30 after signed lifestyle contract
True,False,2024-07-20,Contract,Linden Terrace,10 - Traditional,C.Zobel,2024-07-23,2024-08-02,HBS,2024-08-02,2024-08-16,EDA,2024-08-02,2024-08-09,Goochland,2024-08-20,,R.Arias,2024-08-27T04:00:00.000Z,2024-09-18,
False,False,2024-07-26,Permit & Hold,Linden III,30 - Craftsman,C.Zobel,2024-07-29,2024-08-03,Struc Tech,2024-08-03,2024-08-13,EDA,2024-08-03,2024-08-08,Goochland,2024-08-15,2024-09-13,R.Arias,2024-08-20T04:00:00.000Z,,
True,False,2024-07-25,Contract,Cedar,20 - Craftsman,C.Zobel,2024-08-11,2024-08-17,Riverside,2024-08-17,2024-08-28,Foresite,2024-08-20,2024-08-28,Montgomery,2024-08-28,2024-09-23,R.Arias,2024-08-19T04:00:00.000Z,2024-09-23,Custom Elevation
True,False,2024-07-31,Contract,Longleaf,10 - Traditional,C.Zobel,2024-07-31,2024-08-17,Riverside,2024-08-20,2024-08-29,Foresite,2024-08-20,2024-08-30,Montgomery,2024-08-30,2024-09-23,R.Arias,2024-08-19T04:00:00.000Z,2024-09-23,8/19 - need to flip lot and resend
False,False,2024-08-06,Permit & Hold,Linden III,30 - Craftsman,C.Zobel,2024-08-12,2024-08-08,Riverside,2024-08-09,2024-08-19,Gay and Neel,2024-08-10,2024-08-17,Christiansburg,2024-09-06,2024-09-30,R.Arias,2024-08-09T04:00:00.000Z,2024-11-07,
False,False,2024-08-08,Contract,Westminster,BSE - Arts & Crafts,L.Rodgers,2024-11-19,2024-11-26,Riverside,2024-11-28,2024-12-04,Foresite,2024-11-28,2024-12-03,Montgomery,2024-12-05,,R.Arias,2024-11-20T05:00:00.000Z,,"SPEC PERMITTED, CHANGED TO TBB  10/15/24 AND REDRAFTED.
late re-assignment- 11/18 KF"
False,False,2024-08-07,Permit & Hold,Savannah,BSE - Arts & Crafts,C.Zobel,2024-08-09,2024-08-13,Riverside,2024-08-13,2024-08-21,Gay and Neel,2024-08-15,2024-08-21,Montgomery,2024-09-06,2024-10-08,R.Arias,2024-08-13T04:00:00.000Z,,TALL CRAWL
False,False,2024-08-08,Permit & Hold,Pearl Terrace,Folk Victorian,C.Zobel,2024-08-12,2024-08-23,Riverside,2024-08-23,2024-09-03,Gay and Neel,2024-08-27,2024-09-06,Christiansburg,2024-09-10,2024-09-13,R.Arias,2024-08-26T04:00:00.000Z,,
False,False,2024-08-09,Permit & Hold,Highland,,L.Rodgers,2024-09-04,2024-09-11,Riverside,2024-09-11,2024-09-30,Foresite,2024-09-11,2024-09-20,Montgomery,,,,,,
False,False,2024-08-09,Permit & Hold,Millcreek,,L.Rodgers,2024-09-04,2024-09-12,Riverside,2024-09-12,2024-09-30,Foresite,2024-09-12,2024-09-20,Montgomery,,,,,,
False,False,2024-08-08,Permit & Hold,Millcreek,,L.Rodgers,2024-09-09,2024-09-11,Riverside,2024-09-11,2024-09-30,Foresite,2024-09-11,2024-09-20,Montgomery,,,,,,
False,False,2024-08-08,Permit & Hold,Highland,,L.Rodgers,2024-08-12,2024-09-11,Riverside,2024-09-11,2024-09-30,Foresite,2024-09-11,2024-09-20,Montgomery,,,,,,
False,False,2024-08-09,Permit & Hold,Highland,,L.Rodgers,2024-09-09,2024-09-17,Riverside,2024-09-17,2024-10-17,Foresite,2024-09-17,2024-09-26,Montgomery,2024-11-25,,,,,
False,False,2024-08-09,Permit & Hold,Millcreek,,L.Rodgers,2024-08-12,2024-09-16,Riverside,2024-09-16,2024-10-17,Foresite,2024-09-16,2024-09-26,Montgomery,2024-11-25,,,,,
False,False,2024-08-09,Permit & Hold,Millcreek,,L.Rodgers,2024-08-12,2024-09-16,Riverside,2024-09-16,2024-10-17,Foresite,2024-09-16,2024-09-26,Montgomery,2024-11-25,,,,,
False,False,2024-08-09,Permit & Hold,Highland,,L.Rodgers,2024-08-12,2024-09-17,Riverside,2024-09-17,2024-10-17,Foresite,2024-09-17,2024-09-26,Montgomery,2024-11-25,,,,,
False,False,2024-08-06,Permit & Hold,Lillie,10 - Traditional,L.Rodgers,2024-08-28,2024-08-30,Kempsville,2024-08-30,2024-09-11,Townes,2024-08-30,2024-09-06,Hanover,2024-09-18,2024-10-11,,,2024-10-15,
False,False,2024-08-06,Permit & Hold,Lillie,10 - Traditional,L.Rodgers,2024-08-28,2024-08-30,Kempsville,2024-08-30,2024-09-11,Townes,2024-08-30,2024-09-06,Hanover,2024-09-19,2024-10-11,,,2024-10-15,
False,False,2024-08-06,Permit & Hold,Lillie,10 - Traditional,L.Rodgers,2024-08-28,2024-08-30,Kempsville,2024-08-30,2024-09-11,Townes,2024-08-30,2024-09-06,Hanover,2024-09-18,2024-10-11,,,2024-10-15,
False,False,2024-08-06,Permit & Hold,Lillie,10 - Traditional,L.Rodgers,2024-08-28,2024-08-30,Kempsville,2024-08-30,2024-09-11,Townes,2024-08-30,2024-09-06,Hanover,2024-09-18,2024-10-11,,,2024-10-15,
True,False,2024-08-14,Contract,Magnolia,20 - Arts & Crafts,C.Zobel,2024-08-22,2024-09-05,Kempsville,2024-09-06,2024-09-12,High Mark,2024-09-06,2024-09-17,Chesterfield,2024-09-17,2024-09-24,R.Arias,2024-09-05T04:00:00.000Z,2024-09-24,
True,False,2024-08-08,SPEC,Pritchard,,K.Fadl,2024-08-08,2024-08-09,Kempsville,2024-08-09,2024-08-12,Townes,2024-07-12,2024-07-24,Hanover,2024-07-22,2024-08-28,R.Arias,2024-08-30T04:00:00.000Z,2024-09-05,
True,False,2024-08-08,SPEC,Monson Street Cottage,,K.Fadl,2024-08-08,2024-08-09,Kempsville,2024-08-09,2024-08-12,Townes,2024-07-12,2024-07-24,Hanover,2024-07-22,2024-08-28,R.Arias,2024-08-30T04:00:00.000Z,2024-09-05,
True,False,2024-08-08,SPEC,Pritchard,,K.Fadl,2024-08-08,2024-08-09,Kempsville,2024-08-09,2024-08-12,Townes,2024-07-12,2024-07-24,Hanover,2024-07-22,2024-08-28,R.Arias,2024-08-30T04:00:00.000Z,2024-09-05,CHANGED TO TRUSSES- PERMIT RE-SUBMISSION
True,False,2024-08-08,SPEC,Pritchard,,K.Fadl,2024-08-08,2024-08-09,Kempsville,2024-08-09,2024-08-12,Townes,2024-07-12,2024-07-24,Hanover,2024-07-22,2024-08-28,R.Arias,2024-08-30T04:00:00.000Z,2024-09-05,CHANGED TO TRUSSES- PERMIT RE-SUBMISSION
True,False,2024-08-08,SPEC,Monson Street Cottage,,K.Fadl,2024-08-08,2024-08-09,Kempsville,2024-08-09,2024-08-12,Townes,2024-07-12,2024-07-24,Hanover,2024-07-22,2024-08-28,R.Arias,2024-08-30T04:00:00.000Z,2024-09-05,
True,False,2024-08-08,SPEC,Monson Street Cottage,,K.Fadl,2024-08-08,2024-08-09,Kempsville,2024-08-09,2024-08-12,Townes,2024-07-12,2024-07-24,Hanover,2024-07-22,2024-08-28,R.Arias,2024-08-30T04:00:00.000Z,2024-09-05,
False,False,2024-08-14,SPEC,Manchester,Arts & Crafts,Y.Wang,2024-08-16,2024-09-12,HBS,2024-09-12,2024-10-16,Townes,2024-09-12,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Craftsman,Y.Wang,2024-08-16,2024-09-12,HBS,2024-09-12,2024-10-16,Townes,2024-09-12,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Arts & Crafts,Y.Wang,2024-08-16,2024-09-12,HBS,2024-09-12,2024-10-16,Townes,2024-09-12,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Craftsman,Y.Wang,2024-08-16,2024-09-12,HBS,2024-09-12,2024-10-16,Townes,2024-09-12,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Arts & Crafts,Y.Wang,2024-08-16,2024-09-12,HBS,2024-09-12,2024-10-16,Townes,2024-09-12,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Arts & Crafts,Y.Wang,2024-08-16,2024-09-12,HBS,2024-09-12,2024-10-18,Townes,2024-09-12,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Craftsman,Y.Wang,2024-08-16,2024-09-13,HBS,2024-09-13,2024-10-18,Townes,2024-09-13,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Arts & Crafts,Y.Wang,2024-08-16,2024-09-12,HBS,2024-09-13,2024-10-18,Townes,2024-09-13,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Craftsman,Y.Wang,2024-08-16,2024-09-12,HBS,2024-09-12,2024-10-18,Townes,2024-09-12,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Arts & Crafts,Y.Wang,2024-09-05,2024-09-12,HBS,2024-09-12,2024-10-18,Townes,2024-09-12,,Goochland,,,,,,
False,False,2024-08-14,SPEC,Manchester,Arts & Crafts,Y.Wang,2024-08-23,2024-08-31,HBS,2024-08-31,2024-10-03,Townes,2024-08-31,2024-09-20,Goochland,2024-10-16,,,,,
False,False,2024-08-14,SPEC,Manchester,Craftsman,Y.Wang,2024-08-23,2024-08-31,HBS,2024-08-31,2024-10-03,Townes,2024-08-31,2024-09-19,Goochland,2024-10-16,,,,,
False,False,2024-08-14,SPEC,Manchester,Arts & Crafts,Y.Wang,2024-08-23,2024-08-31,HBS,2024-08-31,2024-10-03,Townes,2024-08-31,2024-09-19,Goochland,2024-10-16,2024-12-16,,,,
False,False,2024-08-14,SPEC,Manchester,Craftsman,Y.Wang,2024-08-23,2024-08-31,HBS,2024-08-31,2024-10-03,Townes,2024-08-31,2024-09-19,Goochland,2024-10-16,2024-12-16,,,,
False,False,2024-08-21,Contract,Manchester,Arts & Crafts,Y.Wang,2024-08-23,2024-08-30,HBS,2024-08-30,2024-10-03,Townes,2024-08-30,2024-09-19,Goochland,2024-10-16,2024-12-16,,,,
False,False,2024-08-17,Contract,Savannah,A - Folk Victorian,C.Zobel,2024-11-06,2024-12-11,Riverside,2024-12-12,,Foresite,,,Montgomery,,,,,,BASEMENT
False,False,2024-12-19,Contract,Pearl Ranch,10 - Traditional,C.Zobel,,,Kempsville,,,Koontz,,,Henrico,,,,,,"Custom Plan changes- 8/19/24- Nathan Started this one already. released on 9/3/24
NEW CONTRACT: 12/19/24-LF DEADLINE 12/27/24"
False,False,2024-09-01,Contract,Belmont,20 - Craftsman,C.Zobel,2024-10-23,2024-10-30,Struc Tech,2024-10-31,2024-11-05,EDA,2024-10-31,2024-11-11,Goochland,2024-11-11,,R.Arias,2024-11-14T05:00:00.000Z,2024-12-16,
False,False,2024-09-12,Contract,Magnolia,40 - European,C.Zobel,2024-10-01,2024-10-10,Kempsville,2024-10-11,2024-10-23,High Mark,2024-10-25,2024-11-07,Chesterfield,2024-11-11,2024-11-13,R.Arias,2024-10-24T04:00:00.000Z,2024-11-13,
False,False,2024-09-11,Contract,Magnolia,20 - Arts & Crafts,C.Zobel,2024-10-03,2024-10-12,Kempsville,2024-10-12,2024-10-23,High Mark,2024-10-26,2024-11-07,Chesterfield,2024-11-08,2024-11-15,R.Arias,2024-10-24T04:00:00.000Z,2024-11-18,
True,False,2024-09-11,Contract,Azalea,20 - Arts & Crafts,C.Zobel,2024-09-17,2024-09-21,Kempsville,2024-09-24,2024-10-01,High Mark,2024-09-26,2024-10-04,Chesterfield,2024-10-07,2024-10-09,R.Arias,2024-09-25T04:00:00.000Z,2024-10-10,
False,False,2024-09-11,Contract,Palmpoint Cottage,,K.Fadl,2024-09-11,2024-09-17,HBS,2024-09-17,2024-10-04,EDA,2024-09-18,,Goochland,2024-10-15,2024-11-14,R.Arias,2024-11-19T05:00:00.000Z,,
False,False,2024-09-13,SPEC,Pearl Ranch,10 - Traditional,Y.Wang,2024-09-18,2024-09-26,Kempsville,2024-09-26,2024-10-23,Koontz,2024-09-26,2024-10-08,Henrico,2024-11-01,2024-12-02,R.Arias,2024-10-24T04:00:00.000Z,2024-12-05,
False,False,2024-09-24,Contract,Linden Terrace,25 - Folk Victorian,C.Zobel,2024-10-21,2024-10-24,HBS,2024-10-26,2024-11-05,EDA,2024-10-26,2024-11-06,Goochland,,,R.Arias,2024-11-14T05:00:00.000Z,2024-12-18,
False,False,2024-10-01,Contract,Azalea,Craftsman,C.Zobel,2024-10-15,2024-12-20,Kempsville,2024-10-18,2024-10-25,High Mark,2024-10-26,2024-11-08,Chesterfield,2024-12-16,2024-12-19,R.Arias,2024-12-04T05:00:00.000Z,2024-11-13,Homesite to be WM 40- moved back to this lot on 12/3/24
False,False,2024-09-10,Contract,Savannah,BSE - Arts & Crafts,C.Zobel,,,Riverside,,,Foresite,,,Montgomery,,,,,,
False,False,2024-09-30,Contract,Lillie,10 - Traditional,L.Rodgers,,,Kempsville,,,Townes,,,Hanover,,,,,,
False,False,2024-10-01,Contract,Highland,10 - Traditional,Y.Wang,2024-10-01,2024-10-10,Riverside,2024-10-10,2024-10-28,Foresite,2024-10-10,2024-10-23,Montgomery,2024-11-25,,,,,
False,False,2024-10-01,Contract,Highland,10 - Traditional,Y.Wang,2024-10-02,2024-10-10,Riverside,2024-10-10,2024-10-28,Foresite,2024-10-10,2024-10-23,Montgomery,2024-11-25,,,,,
False,False,2024-09-30,Contract,Highland,10 - Traditional,Y.Wang,2024-10-02,2024-10-10,Riverside,2024-10-10,2024-10-28,Foresite,2024-10-10,2024-10-23,Montgomery,2024-11-25,,,,,
False,False,2024-09-30,Contract,Highland,10 - Traditional,Y.Wang,2024-10-01,2024-10-10,Riverside,2024-10-10,2024-10-28,Foresite,2024-10-10,2024-10-23,Montgomery,2024-11-22,,,,,
False,False,2024-10-03,SPEC,Linden Terrace,10 - Traditional,C.Zobel,2024-12-09,2024-10-16,HBS,2024-10-17,2024-10-30,EDA,2024-10-17,2024-10-24,Goochland,2024-11-05,,R.Arias,2024-10-25T04:00:00.000Z,2024-12-17,
False,False,2024-10-03,SPEC,Hartford Terrace,30 - Craftsman,C.Zobel,2024-10-11,2024-10-18,HBS,2024-10-22,2024-11-05,EDA,2024-10-22,2024-10-30,Goochland,2024-11-07,,R.Arias,2024-11-14T05:00:00.000Z,2024-12-17,
False,False,2024-10-03,SPEC,Fulton Terrace,BSE - Arts & Crafts,C.Zobel,,2024-10-17,HBS,2024-10-17,2024-10-28,EDA,2024-10-17,2024-10-24,Goochland,2024-10-31,,R.Arias,2024-10-25T04:00:00.000Z,2024-12-18,
False,False,2024-10-09,Contract,Savannah,BSE - Arts & Crafts,C.Zobel,2024-11-08,2024-11-28,Riverside,2024-12-02,2024-12-11,Foresite,2024-12-02,2024-12-05,Montgomery,,,R.Arias,2024-11-27T05:00:00.000Z,,
False,False,2024-10-02,Contract,Azalea,20 - Craftsman,C.Zobel,2024-10-16,2024-10-18,Kempsville,2024-10-18,2024-10-26,High Mark,2024-10-26,2024-11-08,Chesterfield,2024-11-12,2024-11-14,R.Arias,2024-10-24T04:00:00.000Z,2024-11-13,Lot changed back to WM 37 after BBPs on 12/3/24- It was originally on 37. changed twice.
False,False,2024-10-11,SPEC,Lillie,10 - Traditional,L.Rodgers,2024-10-14,2024-11-04,Riverside,2024-11-04,2024-11-08,Foresite,2024-11-04,2024-11-13,Montgomery,2024-11-20,2024-12-12,,,2024-12-19,
False,False,2024-10-11,SPEC,Lillie,10 - Traditional,K.Fadl,2024-10-31,2024-11-04,Riverside,2024-11-04,2024-11-08,Foresite,2024-11-04,2024-11-13,Montgomery,2024-11-20,2024-12-12,,,2024-12-19,
False,False,2024-10-11,SPEC,Pearl Ranch,10 - Traditional,C.Zobel,,2024-11-06,Riverside,2024-11-06,,Foresite,2024-11-06,2024-11-15,Montgomery,2024-11-25,2024-12-12,,,2024-12-12,
False,False,2024-10-11,SPEC,Brady,10 - Traditional,C.Zobel,,2024-11-06,Riverside,2024-11-06,,Foresite,2024-11-06,2024-11-15,Montgomery,2024-11-25,2024-12-12,,,2024-12-12,
False,False,2024-10-22,Contract,Westminster,BSE - Arts & Crafts,C.Zobel,,,Riverside,,,Foresite,,,Montgomery,,,,,,Basement
False,False,2024-10-25,Contract,Linden Terrace,25 - Folk Victorian,C.Zobel,2024-10-29,2024-11-13,Riverside,2024-11-15,2024-11-30,Foresite,2024-11-26,2024-12-09,Christiansburg,2024-12-17,,R.Arias,2024-11-13T05:00:00.000Z,,
False,False,2024-10-21,Contract,Corvallis,40 - European,R.Arias,2024-12-11,2024-12-11,Struc Tech,2024-12-12,,EDA,2024-12-12,,Goochland,,,,,,LF was 12/4 ( reassigned to Rodolfo from L. Rodgers)
False,False,2024-10-23,Contract,Linden III,30 - Craftsman,L.Rodgers,2024-10-29,2024-10-31,Struc Tech,2024-11-06,2024-11-06,EDA,2024-11-06,2024-11-20,Goochland,2024-11-25,,R.Arias,2024-11-14T05:00:00.000Z,,
False,False,2024-10-16,SPEC,Rowland,,Y.Wang,2024-10-28,2024-10-31,HBS,2024-10-31,,Balzer,2024-10-31,,Blacksburg,,,,,,
False,False,2024-10-16,SPEC,Arlington,,Y.Wang,2024-10-28,2024-10-31,HBS,2024-10-31,,Balzer,2024-10-31,,Blacksburg,,,,,,
False,False,2024-10-16,SPEC,McKinney,,Y.Wang,2024-10-28,2024-10-31,HBS,2024-10-31,,Balzer,2024-10-31,,Blacksburg,,,,,,
False,False,2024-10-16,SPEC,Rowland,,Y.Wang,2024-10-28,2024-10-31,HBS,2024-10-31,,Balzer,2024-10-31,,Blacksburg,,,,,,
False,False,2024-10-16,SPEC,Rowland,,Y.Wang,2024-10-28,2024-11-01,HBS,2024-11-01,,Balzer,2024-11-01,,Blacksburg,,,,,,
